"Informazioni cronologiche","A chi regaleresti un cesto natalizio?","(1) - Scegli un cesto tra:","(2) - Scegli un cesto tra:","(3) - Scegli un cesto tra:","(4) - Scegli un cesto tra:","(5) - Scegli un cesto tra:","(6) - Scegli un cesto tra:","(7) - Scegli un cesto tra:","(8) - Scegli un cesto tra:","Quanti anni hai?","Qual è la tua occupazione?","Genere","Provincia di residenza (es: TN):","Un'ultima domanda importantissima :)"
"2019/12/15 6:42:56 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","52","Lavoratore","F","Vicenza","Team Panettone"
"2019/12/15 6:44:11 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","53","Lavoratore","F","TN","Team Panettone"
"2019/12/15 6:47:17 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","33","Lavoratore","M","VI","Team Panettone"
"2019/12/15 6:48:05 PM CET","Collega","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","26","Studente","F","RA","Team Pandoro"
"2019/12/15 6:53:52 PM CET","Famiglia del partner","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Studente","F","VR","Team Pandoro"
"2019/12/15 6:54:51 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","31","Lavoratore","M","Tn","Team Panettone"
"2019/12/15 6:59:34 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito                    - 13 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","23","Lavoratore","M","VI","Team Pandoro"
"2019/12/15 7:00:36 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","28","Altro","F","TN","Team Panettone"
"2019/12/15 7:06:25 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","24","Lavoratore","F","BS","Team Pandoro"
"2019/12/15 7:07:11 PM CET","Collega","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","15","Studente","F","TN","Team Pandoro"
"2019/12/15 7:07:57 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","34","Lavoratore","F","fi","Team Pandoro"
"2019/12/15 7:12:21 PM CET","Amico","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","55","Lavoratore","M","Tn","Team Pandoro"
"2019/12/15 7:15:54 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito                    - 13 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","62","Pensionato","F","Tn","Team Pandoro"
"2019/12/15 7:19:00 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Studente","F","CT","Team Pandoro"
"2019/12/15 7:20:25 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","51","Lavoratore","F","Trento","Team Pandoro"
"2019/12/15 7:25:01 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","58","Lavoratore","F","Vi","Team Pandoro"
"2019/12/15 7:28:14 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","51","Lavoratore","F","VI","Team Pandoro"
"2019/12/15 7:33:54 PM CET","Amico","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito                    - 13 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","55","Altro","F","Tn","Team Pandoro"
"2019/12/15 7:33:55 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","51","Lavoratore","F","TN","Team Pandoro"
"2019/12/15 7:35:51 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","26","Lavoratore","M","ME","Team Panettone"
"2019/12/15 7:37:13 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","27","Lavoratore","M","Roma","Team Panettone"
"2019/12/15 7:43:20 PM CET","Amico","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito                    - 13 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","58","Lavoratore","F","TN","Team Panettone"
"2019/12/15 7:46:21 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","20","Studente","F","BO","Team Pandoro"
"2019/12/15 7:51:14 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","33","Lavoratore","M","VI","Team Pandoro"
"2019/12/15 8:02:27 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Studente","F","Tv","Team Panettone"
"2019/12/15 8:04:57 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","46","Lavoratore","F","TN","Team Pandoro"
"2019/12/15 8:10:40 PM CET","Collega","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","30","Lavoratore","M","TV ","Team Panettone"
"2019/12/15 8:14:31 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","F","TV","Team Pandoro"
"2019/12/15 8:20:43 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","20","Studente","M","RM","Team Panettone"
"2019/12/15 8:20:43 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito                    - 13 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","25","Lavoratore","M","TV","Team Pandoro"
"2019/12/15 8:29:12 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito                    - 13 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","65","Pensionato","F","TN","Team Panettone"
"2019/12/15 8:29:53 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","27","Lavoratore","M","TV","Team Pandoro"
"2019/12/15 8:39:08 PM CET","Amico","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito                    - 13 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","85","Pensionato","F","Tv","Team Pandoro"
"2019/12/15 8:42:20 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","27","Lavoratore","F","Tv","Team Pandoro"
"2019/12/15 8:43:42 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Studente","F","TV","Team Panettone"
"2019/12/15 8:45:23 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito                    - 13 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","57","Lavoratore","F","TV","Team Pandoro"
"2019/12/15 8:48:40 PM CET","Famiglia del partner","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","23","Studente","F","TV","Team Pandoro"
"2019/12/15 8:48:47 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","62","Lavoratore","F","TN","Team Pandoro"
"2019/12/15 8:54:54 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","28","Lavoratore","F","TN","Team Pandoro"
"2019/12/15 8:59:45 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito                    - 13 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","61","Lavoratore","F","TN","Team Panettone"
"2019/12/15 9:02:09 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","54","Lavoratore","M","Tn","Team Panettone"
"2019/12/15 9:03:30 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","51","Lavoratore","M","Tn","Team Panettone"
"2019/12/15 9:04:25 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","57","Lavoratore","F","TN","Team Panettone"
"2019/12/15 9:04:57 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","46","Lavoratore","F","Mo","Team Panettone"
"2019/12/15 9:05:59 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","23","Studente","F","TV","Team Panettone"
"2019/12/15 9:09:49 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","59","Altro","F","TN","Team Panettone"
